Row number,CIID,Chemical Name,Recipe,CAS Number ,Supplier,Product # (link to item),lot #,container #,amount,"amount, kg",unit, location,"est amount remaining 
(June 30, 2023)",pdfs of SDS (as of Jan 2025) (SDS must be updated every 3 years) ,UN Number,Class,Packing Group,GHS Flammable liquid category,Supplier SDS link (SDS should update as suppliers update),est amount remaining (Jun 2024),Expiry Date,date consumed,COA or other notes,,State (based on CoA SDS info (section 3 or 9) if available)),colour (based on CoA or SDS info (section 9) if available)),MolecularWeight,density,,TOXIC ORAL,TOXIC DERMAL,TOXIC INHALATION,SKIN CORROSION / IRRITATION,SERIOUS EYE DAMAGE/EYE IRRITATION,RESPIRATORY SENSITIZATION,SKIN SENSITIZATION,GERM CELL MUTAGENICITY,CARCINOGENICITY,REPRODUCTIVE TOXICITY,SPECIFIC TARGET ORGAN TOXICITY SINGLE EXPOSURE,SPECIFIC TARGET ORGAN TOXICITY REPEATED EXPOSURE,ASPIRATION HAZARD,Health hazard not otherwise classified,FLAMMABLE LIQUIDS,FLAMMABLE SOLIDS,Self-reactive substances and mixtures,CORROSIVE TO METALS,SELF-HEATING SUBSTANCES AND MIXTURE,OXIDIZING  LIQUIDS,OXIDIZING SOLIDS,COMBUSTIBLE DUSTS,Fire or projection hazard,Physical Hazards Not Otherwise Classified,Short-term (acute) aquatic hazard ,Long-term (chronic) aquatic hazard 
381,702,Extran 300 Detergent,phosphate-free,,Sigma Aldrich,EX0996-2,Z0864000,,1 L,1.06,kg,beside washiing sink/dishwasher,"recieved after June 30, 2023",Extran 300 Detergent_SDS_Sigma_Revised July 2024,UN1719 ,8,III,,Sigma_EX0996_Extran 300 Detergent,,,,,,liquid ,off-white,mixture,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,703,lithium tert-butoxide,,1907-33-1,ThermoFisher,44133,W30I035,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","Lithium tert-Butoxide, 99.9%_ThermoFisher_SDS_Revised March 2024",UN2925,4.1 (8),II,,ThermoFisher_44133_Lithium tert-butoxide,,,,,,solid (powder),off white,80.06,0.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,704,1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide,99%,223437-11-4,io-li-tec (Ionic Liquid Technologies),IoLiLyt 0035 (IL-0035),W001x82.1-IL-0035,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99%, 99%_Io-li-tec_SDS_revised Sept 2022",Not dangerous goods,n/a,n/a,n/a,"io-li-tec_IL-0035_1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99%",,,,"1-butyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide COA Oct 24, 2023",,liquid,colourless to slightly yellow,422.41,1.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,705,1-butyl-3-vinylimidazolium bis(trifluoromethylsulfonyl)imide,98%,758716-72-2,io-li-tec (Ionic Liquid Technologies),IoLiLyt 0293 (IL-0293),V001x99.7-IL-0293,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","1-butyl-3-vinylimidazolium bis(trifluoromrthyldulfonyl)imide, 98%__Io-li-tec_SDS_revised Sept 2022",Not dangerous goods,n/a,n/a,n/a,"io-li-tec_IL-0293_1-butyl-3-vinylimidazolium bis(trifluoromrthyldulfonyl)imide, 98%",,,,"1-butyl-3-vinylimidazolium bis(trifluoromrthyldulfonyl)imide, COA Oct 24, 2023",,liquid,yellow to brown,431.37,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,706,1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,99%,174899-82-2,io-li-tec (Ionic Liquid Technologies),IoLiLyt 0023 (IL-0023),X003x98.1-IL-0023,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99%_Io-li-tec_SDS_revised Sept 2022",Not dangerous goods,n/a,n/a,n/a,"io-li-tec_IL-0023_1-ethyl-3-methylimidazolium bi(trifluoromethylsulfonyl)imide, 99%",,,,"1-ethyl-3-methylimidazolium bi(trifluoromethylsulfonyl)imide COA Oct24, 2023",,liquid,colourless to slightly yellow,419.36,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,707,EnerSEAL 332 HOT MELT,3.1,,Tremco,ENHM332B1 805 EnerSEAL 332 HOT MELT 3.1 ,,,31 lbs,14.09090909,kg,,"recieved after June 30, 2023",EnerSEAL 332 HOT MELT 3.1_TREMCO_SDS_revised Jan 2017_received Oct 2023,Not dangerous goods,n/a,n/a,,,,,,,,Solid (paste),black,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,708,tributylmethylammonium bis(trifluoromethylsulfonyl)imide,99%,405514-94-5,io-li-tec (Ionic Liquid Technologies),IoLiLyt 0117 (IL-0117),W001x108.1-IL-0117,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","tributylmethylammonium bis(trifluoromethylsulfonyl)imide, 99%_Io-li-tec_SDS_revised Sept 2022",Not dangerous goods,n/a,n/a,,"io-li-tec_IL-0117_tributylmethylammonium bis(trifluoromethylsulfonyl)imide, 99%",,,,"tributylmethylammonium bis(trifluoromethylsulfonyl)imide COA Oct 24, 2023 ",,liquid ,light yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,709,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,99%,174899-83-3,io-li-tec (Ionic Liquid Technologies),IoLiLyt 0029 (IL-0029),W006x106.2.2-IL-0029,,10 g,0.01,kg,glovebox,"recieved after June 30, 2023","1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99%_Io-li-tec_SDS_revised Sept 2022",Not dangerous goods,n/a,n/a,n/a,"io-li-tec_IL-0029_1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, 99%",,,,"1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, COA Oct 24, 2023_Arrived Broken",,liquid,colourless to slightly yellow,419.36,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,710,1-butanol,"anhydrous, 99.8%",71-36-3,Millipore Sigma,281549-1L,SHBR6340,5,1L,0.81,kg,FC2 or 5 before glovebox,"received after June 30, 2024",Butanol (1-butanol) anhydrous_Sigma_SDS_Dec 2024,UN1120,3,III,3,"Sigma_281549_butanol (1-butanol), 99.8%",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,711,1-butanol,"anhydrous, 99.8%",71-36-3,Millipore Sigma,281549-1L,SHBR6340,6,1L,0.81,kg,FC2 or 5 before glovebox,"received after June 30, 2024",Butanol (1-butanol) anhydrous_Sigma_SDS_Dec 2024,UN1120,3,III,3,"Sigma_281549_butanol (1-butanol), 99.8%",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,712,1-butanol,"anhydrous, 99.8%",71-36-3,Millipore Sigma,281549-1L,SHBR6340,7,1L,0.81,kg,FC2 or 5 before glovebox,"received after June 30, 2024",Butanol (1-butanol) anhydrous_Sigma_SDS_Dec 2024,UN1120,3,III,3,"Sigma_281549_butanol (1-butanol), 99.8%",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,713,1-butanol,"anhydrous, 99.8%",71-36-3,Millipore Sigma,281549-1L,SHBR6340,8,1L,0.81,kg,FC2 or 5 before glovebox,"received after June 30, 2024",Butanol (1-butanol) anhydrous_Sigma_SDS_Dec 2024,UN1120,3,III,3,"Sigma_281549_butanol (1-butanol), 99.8%",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,714,diethylene glycol dibutyl ether,98.0%,112-73-2,Sigma Aldrich,205621-500ML,MKBZ0698V,,500 mL,0.4425,kg,glove box (on sieves),"Recieved after June 30, 2023 - test for peroxides","diethylene glycol dibutyl ether, >99%_Sigma_SDS_revised July 2022",Not dangerous goods,n/a,n/a,,Sigma_205621_diethylene glycol dibutyl ether,,,,,,liquid,colourless,218.33,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,715,1-butanol,"anhydrous, 99.9%",71-36-3,ThermoFisher,041867.AK,R05H703,,250 mL,0.2025,kg,glovebox,"received after June 30, 2023",Butanol (1-butanol) anhydrous_ThermoFisher_SDS_revised March 2024,UN1120,3,III,3,"ThermoFisher_041867.AK_Butanol (1-butanol), anhydrous, 99.9%, packaged under Argon",,,,,,liquid,colourless,74.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,716,triethylamine,,121-44-8,Sigma Aldrich,8.08352.500,S8385352,,500 mL,0.36,kg,FC2,"recieved after June 30, 2023",Triethylamine for synthesis_Sigma_SDS_revised Aug 2023,UN1296 ,3 (8),II,,,,,,,,liquid ,colourless,101.19,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,717,"1,2,4-benzenetricarboxylic acid",96%,528-44-9,Combi-Blocks,QB-3629,L78238,,5 g,0.005,kg,FC1,"recieved after June 30, 2023","1,2,4-Benzenetricarboxylic acid, 96% _Combi-Blocks_SDS_Revised Jan 2023",Not dangerous goods,n/a,n/a,n/a,"Combi-Block_QB-3629_1,2,4-Benzenetricarboxylic acid",,,,,,solid,white,210.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,718,2-(2-aminoethylamino)ethanol,,111-41-1,Combi-Blocks,QE-6361,A16840,,5 g,0.005,kg,glovebox,"recieved after June 30, 2023",2-(2-Aminoethylamino)ethanol_CombiBlocks_SDS_revised Jan 2023,UN2735,8,II,n/a,Combi-Blocks_QE-6361_2-(2-Aminoethylamino)ethanol,,,,,,liquid,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,719,DLD-06Nov23-1,8 mil transfer film,,Adhesives Research Inc,DLD-06Nov23-1,2 sample sheet,,2 sample sheets,,,softwall cleanroom,"Recieved after June 30, 2023",DLD-06Nov23-1_Adhesives Research_SDS_revised Nov 2023,Not dangerous goods,n/a,n/a,,,,,,,,solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,720,H-Dry,pellets,"contains 1305-78-8, 1309-42-8, 108-05-4, 108-31-6",SAES group,5X0900,HDRYP23L001,,1000 g,1,kg,Soft Wall Cleanroom,"received after June 30, 2023",H-DRY(pellets and tape)_SAES group_SDS_revised Dec 2017_Received Nov 2023,Not dangerous goods,n/a,n/a,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,721,H-Dry,tape,"contains 1305-78-8, 1309-42-8, 108-05-4, 108-31-6",SAES group,5X0901,HDRYT23L001,,10 m,,,Soft Wall Cleanroom,"received after June 30, 2023",H-DRY(pellets and tape)_SAES group_SDS_revised Dec 2017_Received Nov 2023,Not dangerous goods,n/a,n/a,,,,,,,, ,,,,,4,,,,,1,,,1B,,,,,,,,,,,,,,,,,
618,722,"N,N,N’,N’-tetrakis(2-hydroxyethyl)ethylenediamine",,140-07-8,Combi-Blocks,QH-1100,B85342,,5 g,0.005,kg,glovebox,"received after June 30, 2023","N,N,N’,N’-Tetrakis(2-hydroxyethyl)ethylenediamine_Combi-Blocks_SDS_revised Jan 2023",Not dangerous goods,n/a,n/a,,"Combi-Blocks_QH-1100_N,N,N',N'-tetrakis(2-hydroxyethyl)ethylenediamine, 95%",,,,,,liquid, ,263.3,,,4,,4,,,1,1,2,1B,1B,,1,,,,,,,,,,,,,1,1
620,723,"N,N'-dimethyloxamide",,615-35-0,Combi-Blocks,QF-9138,B28218,,5 g,0.005,kg,FC1,"received after June 30, 2023","N,N'-Dimethyloxamide_Combi-Blocks_SDS_revised Jan 2023",Not dangerous goods,n/a,n/a,,"Combi-Blocks_QF-9138_N,N'-Dimethyloxamide",,,,,,solid , ,116.1,,,4,,4,,,1,1,2,1A,1B,3,1,,,,,,,,,,,,,,
930,724,tannic acid,95%,1401-55-4,Combi-Blocks,QE-3628,A16614,,25 g,0.025,kg,,"Received after June 30, 2023","Tannic acid, 95%_Combi-Blocks_SDS_revised_Jan 2023",Not dangerous goods,n/a,n/a,,Combi-Blocks_QE-3628_Tannic Acid,,,,,,solid ,beige to light beige to light brown,1701.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,725,trimesic acid,98%,554-95-0,Combi-Blocks,QF-7219,B52421,,5 g,0.005,kg,FC1,"recieved after June 30, 2023",Trimesic acid_Combi-Blocks_SDS_revised Jan 2023,Not dangerous goods,n/a,n/a,,Combi-Blocks_QF-7219_Trimesic acid,,,,,,solid ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,726,ARcare 93853,,,Adhesives Research,El-93853,964569,,1 sample sheet,,,softwall cleanroom,"recieved after June 30, 2023",EL-93853_Adhersives Research_SDS_revised Auh 2023,Not dangerous goods,n/a,n/a,,,,,,,, ,,,,,4,,4,,,1,1,2,1A,1B,3,1,,,,,,,,,,,,,,
403,727,HelioSeal® PVS 101,,"contains 14807-96-6, 1333-86-4, 1305-78-8, 1309-48-4, 471-34-1, 546-93-0",HB Fuller,730813,"lot 217508, batch 79645_091",,310 mL,0.4185,kg,softwall cleanroom,"received after June 30, 2023",Helioseal PVS 101_SDS_Royal Adhesives and Sealants_revised Nov 2018 (checked Oct 2023),Not dangerous goods,n/a,n/a,,,,,,,,solid,black,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,728,HelioSeal® PVS 101,,"contains 14807-96-6, 1333-86-4, 1305-78-8, 1309-48-4, 471-34-1, 546-93-0",HB Fuller,730813,"lot 217508, batch 79645_091",,310 mL,0.4185,kg,softwall cleanroom,"received after June 30, 2023",Helioseal PVS 101_SDS_Royal Adhesives and Sealants_revised Nov 2018 (checked Oct 2023),Not dangerous goods,n/a,n/a,,,,,,,,solid,black,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,729,L-histidine,99%,71-00-1,Sigma (Millipore Sigma),H8000-5G,SLCP9576,,5 g,0.005,kg,FC2,"received after June 30, 2023","L-Histidine, Reagentplus, 99%_Sigma_SDS_revised Jan 2023",Not dangerous goods,n/a,n/a,,,,,,,,solid (crystalline),white,155.15,1.449,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,730,lanthanum (III) acetylacetonate hydrate,,64424-12-0,Sigma (Millipore Sigma),325759-10G,MKCJ7533,,10 g,0.01,kg,glovebox (check with DMM),"received after June 30, 2023",Lanthanum (III) acetylacetonate hydrate_Sigma_SDS_revised March 2024,Not dangerous goods,n/a,n/a,,Sigma_325759_Lanthanum (III) acetylacetonate hydrate,,,,,,solid (powder),yellow,436.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,731,proplyene carbonate,"anhydrous, 99.7%",108-32-7,Sigma Aldrich,310328-2L,SHBP8887,,2L,2.378,kg,black storage cabinet 3rd floor until glovebox,"received after June 30, 2023",Propylene Carbonate 99.7% Anhydrous_Sigma_SDS_revised Aug 2023,Not dangerous goods,n/a,n/a,n/a,Sigma_310328_Propylene Carbonate 99.7% Anhydrous,,,,,,liquid,colourless,102.09,1.189,,3,,3,2,,1,1,2,1A,1B,1,,,,,,,,,,,,,,1,1
945,732,TPU film conductive,hand pressed,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,733,TPU film conductive,,"Contains 94-28-0, 108-32-7, 90076-65-6, other material",SWM/Mativ,"samples, hand pressed films",LR00304-03,,"4 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2023","4 component system (4 individual SDS sent: TPU, LiTFSI, TEG_EH, PC)",,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,734,acetone,99.5% ACS reagent,67-64-1,Fisher,A18-20,232060,,20 L,15.8,kg,FC2 or FC4,"received after June 30, 2023",Acetone_Fisher_SDS_Revised Oct 2023,UN1090,3,II,2,Fisher_A18-20_Acetone,,,,,,liquid ,colourless,58.08,0.79,,4,,4,2,,1,1,2,1A,1B,,,,,,,,,,,,,,,,
100,735,acetone,99.5% ACS reagent,67-64-1,Fisher,A18-20,232060,,20 L,15.8,kg,FC4,"received after June 30, 2023",Acetone_Fisher_SDS_Revised Oct 2023,UN1090,3,II,2,Fisher_A18-20_Acetone,,,,,,liquid ,colourless,58.08,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,736,L-asparagine,anhydrous,70-47-3,TCI America,A3353-25G,X65ON-UL,,25 g,0.025,kg,glovebox,"received after June 30, 2023",L-Asparagine Anhydrous_TCI_SDS_revised December 2024,Not dangerous goods,n/a,n/a,,TCI_A3353_L-Asparagine Anhydrous,,,,,,solid,white,132.12,1.543,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,737,butyric acid,,107-92-6,TCI America,B0754-25ML,8S2HG-LV,,25 mL,0.024,kg,FC2,received after June 30th 2023,Butyric Acid_TCI_SDS_Revised Oct 2024,UN2820,8,III,4,TCI_B0754_Butyric Acid,,,,,,liquid,colourless,88.11,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,738,isovaleric acid,,503-74-2,TCI America,M0182-25ML,BFFFJ-EK,,25 mL,0.02325,kg,,"recieved after June 30, 2023",Isovaleric Acid_TCI_SDS_revised Dec 2024,UN2922,8 (6.1),II,,TCI_M0182_Isovaleric Acid,,,,,,liquid,colourless,102.13,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,739,pivalic acid,,75-98-9,TCI America,P0461-25G,Q8EZG-SQ,,25 g,0.025,kg,FC2,"received after June 30, 2023",Pivalic acid_TCI_SDS_revised Oct 2024,UN3261,8,III,,TCI_P0461_Pivalic Acid,,,,,,solid ,white ,102.13,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,740,isobutyric acid,,79-31-2,Sigma,58360-100ML,STBF8413V,,100 mL,0.095,kg,FC2,"recieved after June 30, 2023",isobutyric acid_Sigma_SDS_revised Jan 2025,UN2529,3 (8),III,,Sigma_58360_Isobutyric Acid,,,,,,liquid,colourless,88.11,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,741,lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBK8481,3,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2023",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206 ,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,742,acetic anhydride,"ACS Reagent, 98%",108-24-7,Sigma Aldrich,242845-100G,MKCT3207,,100 g,0.1,kg,glovebox,"received after June 30, 2023","Acetic Anhydride, ACS Reagent_Sigma_SDS_revised March 2024",UN1715,8 (3),II,3,Sigma_242845_Acetic anhydride,,,,,,liquid,colourless,102.09,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,743,diethylene glycol dibutyl ether,98.0%,112-73-2,TCI America,B0828-500mL,FQGKD-YB,,500 mL,0.44,kg,,"Recieved after June 30, 2023 - test for peroxides","diethylene glycol dibutyl ether, >98.0%_TCI_SDS_revised November 2024",Not dangerous goods,n/a,n/a,,TCI_B0828_Diethylene Glycol Dibutyl Ether,,,,,,liquid,colourless,218.34,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,744,diethylene glycol dibutyl ether,98.0%,112-73-2,TCI America,B0828-500mL,FQGKD-YB,,500 mL,0.44,kg,,"Recieved after June 30, 2023 - test for peroxides","diethylene glycol dibutyl ether, >98.0%_TCI_SDS_revised November 2024",Not dangerous goods,n/a,n/a,,TCI_B0828_Diethylene Glycol Dibutyl Ether,,,,,,liquid,colourless,218.34,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,745,TPU film conductive,,"Contains 94-28-0, 108-32-7, 90076-65-6, other material",SWM/Mativ,"samples, hand pressed films",LR00305-03,,"2 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2023","4 component system (4 individual SDS sent: TPU, LiTFSI, TEG_EH, PC)",,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,746,TPU film conductive,,"Contains 94-28-0, 108-32-7, 90076-65-6, other material",SWM/Mativ,"samples, hand pressed films",LR312-04,,"3 sheets (4""x4"")",,,electrolyte enclosure,"received after June 30, 2023","4 component system (4 individual SDS sent: TPU, LiTFSI, TEG_EH, PC)",,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,747,ethanol,"anhydrous, methanol, other",64-17-5,Fisher,A40725CDN,037373,,25 L,19.7225,kg,FC2,"recieved after June 30, 2023","ethyl alcohol (ethanol), denatured_Fisher_SDS_revised Oct 2023",UN1986,3 (6.1),II,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid,colourless,46.07,0.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,748,ethanol,"anhydrous, methanol, other",64-17-5,Fisher,A40725CDN,037373,,25 L,19.7225,kg,FC4 (old cleanroom flammable cabinet),"recieved after June 30, 2023","ethyl alcohol (ethanol), denatured_Fisher_SDS_revised Oct 2023",UN1986,3 (6.1),II,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid,colourless,46.07,0.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,749,ethanol,"anhydrous, methanol, other",64-17-5,Fisher,A40725CDN,037373,,25 L,19.7225,kg,FC4 (old cleanroom flammable cabinet),"recieved after June 30, 2023","ethyl alcohol (ethanol), denatured_Fisher_SDS_revised Oct 2023",UN1986,3 (6.1),II,2,"Not linked on Fisher site_Fisher_A40725CDN=Greenfield_DA 2A Anhydrous_deantured ethanol, anhydrous",,,,,,liquid,colourless,46.07,0.7889,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,750,Sparkleen 1 detergent,,,,,,,,,,,,,,,,,,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,751,Sparkleen 1 detergent,,,,,,,,,,,,,,,,,,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,752,Sparkleen 1 detergent,,,,,,,,,,,,,,,,,,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,753,Sparkleen 1 detergent,,,,,,,,,,,,,,,,,,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,754,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,755,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,756,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,757,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,758,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,759,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,760,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,761,Sparkleen 1 detergent,,"497-19-8, 147732-60-3, 9002-92-0",Fisher,43204,,,1 box,,,under 3rd floor glass washing sink,"recieved after June 30, 2023",Sparkleen 1 (FisherBrand) Detergent_Fisher_SDS_Revised June 2018,Not dangerous goods,n/a,n/a,,Fisher_Sparkleen 1 Detergent,,,,,,solid (powder),white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,762,2-propanol,99.5% ACS reagent,67-63-0,Fisher,A416-20,230746,,20L,15.7,kg,FC4,"recieved after June 30, 2023",2-propanol (isopropanol)_Fisher_SDS_revised Oct 2023,UN1219,3,II,2,Fisher_A416-20_2-propanol,,,,,,liquid,colourless,60.1,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,763,ammonium niobate (V) oxalate hydrate,99.99% metal basis,,Sigma(Millipore Sigma),525839-50 g,MKCV2584,,50 g,0.05,kg,FC2,"received after June 30, 2023","ammonium niobate (V) oxalate hydrate, 99.99% Metal basis_Sigma_SDS_revised Nov 2023",Not dangerous goods,n/a,n/a,n/a,"Sigma_525839_ammonium niobate (V) oxalate hydrate, 99.99% Metal basis",,,,,,solid (powder),white,302.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,764,lithium methoxide,98%,865-34-9,Sigma Aldrich,344370-25G,STBK8481,4,25 g,0.025,kg,FC1 until use then glovebox,"recieved after June 30, 2023",Lithium methoxide_Sigma_SDS_Revised Sept 2024,UN3206 ,4.2 (8),II,n/a,Sigma_344370_lithium methoxide,,,,,,solid (powder),beige,37.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,765,niobium (IV) 2-ethylhexanoate,,206564-87-6,Strem,41-1260,33378500,,10 g,0.01,kg,FC3 until use then glovebox,"received after June 30, 2023",niobium (IV) 2-ethylhexanoate_strem_SDS_revised July 2021 checked Feb 2025,Not dangerous goods,n/a,n/a,,Strem_41-1260_niobium (IV) 2-ethylhexanoate,,,,,,liquid (viscous),yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
